Cod Seção	Seção	Cod Grupo	Grupo	Cod SubGrupo	SubGrupo	Cod Familia	FAMILIA
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469520	PNEUS  ARO 13	469520001	ARO 13
46	AUTOMOTIVOS	4695	PNEUS	469523	PNEUS MOTO	469523001	PNEUS MOTO
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469522	PNEUS  ARO 15	469522001	ARO 15
46	AUTOMOTIVOS	4695	PNEUS	469521	PNEUS  ARO 14	469521001	ARO 14
46	AUTOMOTIVOS	4695	PNEUS	469522	PNEUS  ARO 15	469522001	ARO 15
46	AUTOMOTIVOS	4695	PNEUS	469522	PNEUS  ARO 15	469522001	ARO 15
46	AUTOMOTIVOS	4695	PNEUS	469522	PNEUS  ARO 15	469522002	ARO 16
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469614	ACCESORIOS LIMPEZA AUTOMOTIVO	469614004	PANO/ LUVA/ESTOPA E ACESS. LIMPEZA
46	AUTOMOTIVOS	4698	BATERIAS DE AUTOMOTIVAS	469811	BATERIAS DE AUTOMOTIVAS	469811001	BATERIAS
46	AUTOMOTIVOS	4699	ACCESORIOS AUTOMOTIVOS	469901	ACCESORIOS AUTOMOTIVOS	469901001	OUTROS 
46	AUTOMOTIVOS	4699	ACCESORIOS AUTOMOTIVOS	469901	ACCESORIOS AUTOMOTIVOS	469901001	OUTROS 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
46	AUTOMOTIVOS	4696	LIMPEZA AUTOMOTIVA	469618	PURIFICADORES DE AR, DEODORANTES E AROMATIZANTES AUTOMOTIVOS	469618001	PURIFICADORES LÍQUIDO 
